,zarobki_min,zarobki_max,nazwa,miasto,zdalnie,zarobki_srednie
4962,15000.0,22000.0,C/C++ Software Engineer for Automotive,"Białystok, +2 locations",Tak,18500.0
4963,11000.0,16000.0,Senior Software C++ Engineer,Warszawa,Tak,13500.0
4964,7000.0,11000.0,Software C++ Engineer,Warszawa,Tak,9000.0
4968,21000.0,25000.0,C/C++ Developer [Firmware],Katowice,Tak,23000.0
4970,16720.0,25080.0,Software Engineer - Core Database Engine,"Wrocław, +1 location",Tak,20900.0
4976,21000.0,25000.0,C/C++ Developer [Firmware],Katowice,Tak,23000.0
4978,16720.0,25080.0,Software Engineer - Core Database Engine,"Wrocław, +1 location",Tak,20900.0
4981,11610.0,16260.0,Mid Software Engineer in Test - C++,"Wrocław, +1 location",Tak,13935.0
4983,8000.0,14000.0,Embedded SW Developer Automotive Electronics,Jasionka,Nie,11000.0
4985,8500.0,12000.0,C# / .NET Developer,Warszawa,Tak,10250.0
4986,12500.0,25000.0,Mid/Senior C Developer,Warszawa,Tak,18750.0
4989,5800.0,9000.0,Inżynier rozwoju systemów,Poznań,Nie,7400.0
4990,13500.0,20000.0,Elixir Engineer,Kraków,Tak,16750.0
4991,17570.0,21960.0,Embedded Software Developer,Kraków,Tak,19765.0
4992,22000.0,26000.0,Blockchain Rust Developer,"Wrocław, +1 location",Tak,24000.0
4993,15000.0,20800.0,C# Developer,Warszawa,Nie,17900.0
4994,15370.0,21080.0,Remote Senior Qt Software Developer,Waltham,Tak,18225.0
4995,11000.0,20000.0,C++ Developer,Katowice,Tak,15500.0
4996,12000.0,22000.0,QT/C++ Developer,"Warszawa, +1 location",Nie,17000.0
4998,11000.0,13000.0,C# DevExpress Desktop Developer (Remote),Gdańsk,Tak,12000.0
5000,13000.0,23000.0,Mid Embedded Linux Developer,Wrocław,Tak,18000.0
5001,25000.0,27000.0,DevOps Team Lead – FinTech,Kraków,Nie,26000.0
5002,24000.0,29000.0,DevOps Engineer,Warszawa,Tak,26500.0
5003,15000.0,20000.0,DevOps (Mid/Senior),Warszawa,Nie,17500.0
5004,25000.0,35000.0,REMOTE DevOps Engineer,Wrocław,Tak,30000.0
5005,14000.0,18000.0,Inżynier DevOps,"Wrocław, +2 locations",Tak,16000.0
5010,2500.0,3200.0,Szkółka DevOps,Warszawa,Nie,2850.0
5011,27000.0,32000.0,AWS Engineer with Node.js,"Warszawa, +2 locations",Tak,29500.0
5012,12000.0,18000.0,AWS DevOps Mid Engineer- Remote,Kraków,Tak,15000.0
5014,39530.0,57100.0,DevOps Engineer,"Warszawa, +2 locations",Tak,48315.0
5016,18000.0,25000.0,DevOps Engineer,"Warszawa, +2 locations",Nie,21500.0
5017,12000.0,18000.0,AWS DevOps Mid Engineer- Remote/Wroclaw,Wrocław,Tak,15000.0
5018,14000.0,20000.0,DevOps Engineer,Kraków,Nie,17000.0
5019,10000.0,18000.0,Regular DevOps,"Katowice, +1 location",Tak,14000.0
5022,15000.0,25000.0,Cloud Specialist,Poznań,Tak,20000.0
5024,7000.0,9000.0,Młodszy programista SQL,Warszawa,Nie,8000.0
5025,15000.0,16500.0,Cloud Engineer,"Warszawa, +2 locations",Tak,15750.0
5026,23500.0,32000.0,Senior Site Reliability Engineer,Warszawa,Nie,27750.0
5027,22000.0,27000.0,DevOps Engineer,"Warszawa, +1 location",Tak,24500.0
5030,18000.0,21800.0,DevOps Engineer for Live Data,Warszawa,Nie,19900.0
5031,9000.0,14000.0,Web Developer Laravel,Poznań,Tak,11500.0
5035,18480.0,23520.0,Delivery Manager (DevOps),"Poznań, +2 locations",Tak,21000.0
5036,25200.0,27700.0,Azure DevOps Engineer,Warszawa,Nie,26450.0
5037,35000.0,70000.0,Sr Software Engineer-Container Platform,Warszawa,Nie,52500.0
5038,21840.0,25200.0,AWS DevOps Engineer,Wrocław,Tak,23520.0
5039,25000.0,27000.0,Senior DevOps engineer,Wrocław,Tak,26000.0
5040,26900.0,30250.0,DevOps Engineer,Warszawa,Tak,28575.0
5041,35000.0,70000.0,Senior OS Engineer,Warszawa,Nie,52500.0
5043,14000.0,20000.0,AWS DevOps Engineer,Katowice,Nie,17000.0
5044,35000.0,70000.0,Senior Cloud Services Engineer,Warszawa,Nie,52500.0
5045,17000.0,20000.0,DevOps Engineer (AWS/Azure),"Gdańsk, +2 locations",Tak,18500.0
5046,6000.0,9000.0,Junior DevOps Engineer,Warszawa,Tak,7500.0
5047,45000.0,57000.0,DevOps Expert - 100% REMOTELY,Warszawa,Tak,51000.0
5049,32940.0,41730.0,Senior DevOps Engineer,"Warszawa, +2 locations",Tak,37335.0
5050,15600.0,18000.0,DevOps Engineer,"Gdańsk, +2 locations",Nie,16800.0
5051,27000.0,37000.0,DevOps Engineer,Warszawa,Tak,32000.0
5052,21100.0,32000.0,Senior DevOps Engineer,"Warszawa, +1 location",Tak,26550.0
5055,5000.0,7000.0,Junior DevOps Engineer,Warszawa,Tak,6000.0
5056,28560.0,36120.0,Cloud Engineer/DevOps (AWS),Warszawa,Tak,32340.0
5058,25910.0,51240.0,DevOps Engineer,"New York, +1 location",Tak,38575.0
5059,14000.0,18000.0,Senior Site Reliability Engineer (SRE),"Warszawa, +2 locations",Tak,16000.0
5060,20000.0,26001.0,Senior DevOps Engineer,"Warszawa, +2 locations",Tak,23000.5
5062,12000.0,16000.0,Operations Engineer (DevOps),Wrocław,Nie,14000.0
5063,13000.0,17000.0,DevOps AWS Engineer,"Wrocław, +2 locations",Tak,15000.0
5064,22000.0,32000.0,Senior DevOps Engineer,Warszawa,Tak,27000.0
5065,12000.0,22000.0,Mid DevOps Engineer,Warszawa,Tak,17000.0
5066,19000.0,31000.0,System Engineer,"Kraków, +2 locations",Tak,25000.0
5067,13000.0,23000.0,DevOps Engineer for CI/CD pipelines,Warszawa,Tak,18000.0
5069,20160.0,25200.0,DevOps,"Warszawa, +2 locations",Tak,22680.0
5070,12000.0,17000.0,DevOps Engineer,Wrocław,Nie,14500.0
5071,20000.0,34000.0,Senior DevOps,Warszawa,Tak,27000.0
5072,20000.0,27000.0,DevOps Ninja,Białystok,Tak,23500.0
5073,16000.0,28000.0,DevOps Technical Architect,"Gdańsk, +4 locations",Tak,22000.0
5074,18000.0,25000.0,DevOps Engineer,Poznań,Tak,21500.0
5075,20000.0,32000.0,AWS Senior/Lead DevOps/Cloud Architect,"Wrocław, +2 locations",Tak,26000.0
5077,18000.0,28000.0,Mid/Senior DevOps Engineer with GCP/AWS,Warszawa,Tak,23000.0
5079,18000.0,28000.0,Mid/Senior DevOps Engineer with Azure,Warszawa,Tak,23000.0
5080,12000.0,22000.0,Mid DevOps Engineer,Warszawa,Tak,17000.0
5081,19000.0,31000.0,System Engineer,"Kraków, +2 locations",Tak,25000.0
5082,13000.0,23000.0,DevOps Engineer for CI/CD pipelines,Warszawa,Tak,18000.0
5084,20160.0,25200.0,DevOps,"Warszawa, +2 locations",Tak,22680.0
5085,12000.0,17000.0,DevOps Engineer,Wrocław,Nie,14500.0
5086,20000.0,34000.0,Senior DevOps,Warszawa,Tak,27000.0
5087,20000.0,27000.0,DevOps Ninja,Białystok,Tak,23500.0
5088,16000.0,28000.0,DevOps Technical Architect,"Gdańsk, +4 locations",Tak,22000.0
5089,18000.0,25000.0,DevOps Engineer,Poznań,Tak,21500.0
5090,20000.0,32000.0,AWS Senior/Lead DevOps/Cloud Architect,"Wrocław, +2 locations",Tak,26000.0
5092,18000.0,28000.0,Mid/Senior DevOps Engineer with GCP/AWS,Warszawa,Tak,23000.0
5094,18000.0,28000.0,Mid/Senior DevOps Engineer with Azure,Warszawa,Tak,23000.0
5095,12000.0,23998.0,"DevOps Engineer (Python,AWS)","Wrocław, +2 locations",Tak,17999.0
5096,20000.0,32000.0,GCP Senior/Lead DevOps/Cloud Architect,"Wrocław, +2 locations",Tak,26000.0
5097,20000.0,27000.0,Senior DevOps,"Wrocław, +2 locations",Tak,23500.0
5099,30240.0,36960.0,AWS Cloud Serverless Engineer/DevOps,Wrocław,Tak,33600.0
5100,18000.0,22000.0,Azure/Cloud Engineer (Python),"Warszawa, +2 locations",Tak,20000.0
5101,23000.0,29000.0,Senior DevOps Engineer,Warszawa,Nie,26000.0
5102,20000.0,23000.0,Middle DevOps Engineer,"Warszawa, +2 locations",Tak,21500.0
5103,19000.0,30000.0,Senior DevOps Engineer,Kraków,Tak,24500.0
5105,23000.0,28000.0,Cloud/DevOps Architect,"Warszawa, +2 locations",Tak,25500.0
5106,14000.0,24000.0,DevOps Engineer,"Opole, +2 locations",Tak,19000.0
5108,25000.0,35100.0,DevOps Engineer,"Warszawa, +5 locations",Tak,30050.0
5110,27870.0,32520.0,Remote Senior Kubernetes DevOps Engineer,Warszawa,Tak,30195.0
5111,19500.0,28000.0,Senior DevOps Engineer for automated Cloud Deployment,Warszawa,Tak,23750.0
5112,13000.0,19000.0,DevOps Engineer,"Wrocław, +18 locations",Tak,16000.0
5114,16000.0,22000.0,DevOps Engineer,"Katowice, +1 location",Tak,19000.0
5116,20000.0,28000.0,Senior DevOps Engineer,"Gliwice, +1 location",Tak,24000.0
5117,18000.0,24000.0,DevOps (REMOTE),Kraków,Tak,21000.0
5118,36960.0,40320.0,DevOps Engineer (Azure),Wrocław,Tak,38640.0
5121,15000.0,22000.0,DevOps Engineer,"Kraków, +17 locations",Tak,18500.0
5124,9000.0,14000.0,Infrastructure Engineer,Warszawa,Tak,11500.0
5126,20000.0,30000.0,Infrastructure & DevOps Engineer,"Katowice, +2 locations",Tak,25000.0
5127,26464.0,33082.0,Senior Platform Engineer,Warszawa,Tak,29773.0
5128,22500.0,28500.0,AWS DevOps Engineer,"Wrocław, +2 locations",Tak,25500.0
5130,17000.0,24000.0,DevOps Engineer AWS,Wrocław,Tak,20500.0
5131,16000.0,23000.0,Cloud Engineer,Wrocław,Tak,19500.0
5132,22000.0,28000.0,Senior Cloud Engineer,"Gdańsk, +1 location",Tak,25000.0
5133,6000.0,9000.0,Junior DevOps Engineer,"Kraków, +1 location",Tak,7500.0
5135,22000.0,30000.0,Senior DevOps Engineer,Kraków,Tak,26000.0
5137,13440.0,23500.0,DevOps Engineer,"Wrocław, +2 locations",Tak,18470.0
5138,25000.0,33000.0,Cloud Architect,"Warszawa, +2 locations",Tak,29000.0
5139,20000.0,23000.0,DevOps Engineer (AWS),"Warszawa, +2 locations",Tak,21500.0
5140,10000.0,20000.0,DevOps Engineer,Warszawa,Nie,15000.0
5141,10980.0,21960.0,DevOps Engineer,"Warszawa, +5 locations",Tak,16470.0
5142,22000.0,25000.0,Senior SysOps/DevOps Engineer,"Wrocław, +1 location",Tak,23500.0
5144,24000.0,32000.0,DevOps Engineer,"Warszawa, +1 location",Tak,28000.0
5145,20000.0,25000.0,Integration Engineer,Wrocław,Tak,22500.0
5147,15000.0,25000.0,DevOps Engineer | Big Data,Warszawa,Nie,20000.0
5148,18500.0,23500.0,Cloud Engineer,Gdańsk,Nie,21000.0
5149,10000.0,13000.0,DevOps,Katowice,Nie,11500.0
5150,18580.0,27870.0,DevOps and Cloud Engineer,"Katowice, +3 locations",Tak,23225.0
5151,8000.0,15000.0,DevOps Engineer,Poznań,Tak,11500.0
5152,18000.0,22000.0,DevOps Engineer,"Warszawa, +2 locations",Tak,20000.0
5155,11000.0,15000.0,Devops Engineer,Warszawa,Tak,13000.0
5158,5000.0,9000.0,Junior DevOps Engineer,Warszawa,Nie,7000.0
5160,8000.0,10000.0,Integration Engineer,Warszawa,Tak,9000.0
5162,14000.0,20000.0,DevOps Engineer,Warszawa,Tak,17000.0
5165,5000.0,9000.0,Junior DevOps Engineer,Warszawa,Nie,7000.0
5167,8000.0,10000.0,Integration Engineer,Warszawa,Tak,9000.0
5169,14000.0,20000.0,DevOps Engineer,Warszawa,Tak,17000.0
5170,9000.0,15000.0,Junior Software Engineer - Integrations,Kraków,Nie,12000.0
5173,18000.0,20000.0,SRE Lead,"Warszawa, +2 locations",Tak,19000.0
5175,18000.0,26000.0,Senior DevOps Engineer,Kraków,Tak,22000.0
5176,20000.0,25000.0,DevOps Engineer,Kraków,Nie,22500.0
5177,16000.0,23000.0,DevOps Engineer,"Kraków, +5 locations",Tak,19500.0
5179,23230.0,26940.0,DevOps Engineer (Remote within NL),Amsterdam,Tak,25085.0
5180,23230.0,26940.0,DevOps Engineer (Remote within DE),Berlin,Tak,25085.0
5181,35300.0,42270.0,DevOps Engineer,Warszawa,Nie,38785.0
5185,28560.0,30240.0,DevOps Tech Lead,Warszawa,Nie,29400.0
5187,12000.0,20000.0,DevOps / Site Reliability Engineer,Sopot,Tak,16000.0
5188,19000.0,25000.0,Senior Site Reliability Engineer,"Warszawa, +1 location",Tak,22000.0
5189,22000.0,28500.0,DevOps Engineer,Kraków,Tak,25250.0
5190,14000.0,28000.0,"DevOps Engineer (GCP, Python)","Warszawa, +1 location",Tak,21000.0
5191,15000.0,20000.0,DevOps Engineer,Poznań,Tak,17500.0
5192,19000.0,25000.0,Senior DevOps Engineer,Warszawa,Tak,22000.0
5194,15000.0,23000.0,DevOps Engineer,Wrocław,Tak,19000.0
5195,12000.0,19000.0,Mid DevOps Engineer,Warszawa,Tak,15500.0
5196,24000.0,28000.0,DevOps Engineer,"London, +1 location",Tak,26000.0
5197,24000.0,29000.0,Kubernetes Engineer,Warszawa,Tak,26500.0
5199,25000.0,33500.0,DevOps Engineer (100% zdalnie),"Warszawa, +1 location",Tak,29250.0
5200,7000.0,9000.0,AWS Devops Engineer- Remote/Wroclaw,Wrocław,Tak,8000.0
5201,25000.0,28000.0,DevOps Engineer,Warszawa,Tak,26500.0
5205,4500.0,6500.0,Junior DevOps Engineer,Wrocław,Nie,5500.0
5206,14000.0,22000.0,Senior DevOps Engineer,Gdynia,Tak,18000.0
5207,21840.0,26040.0,DevOps with AWS,"Warszawa, +2 locations",Tak,23940.0
5208,14000.0,18000.0,DevOps Engineer (REMOTE),Warszawa,Tak,16000.0
5209,11880.0,23760.0,DevOps Engineer,"Gdańsk, +2 locations",Tak,17820.0
5210,28990.0,40410.0,Senior Software Engineer / DevOps,"Denver, +2 locations",Tak,34700.0
5211,16800.0,24150.0,DevOps Engineer,"Katowice, +2 locations",Tak,20475.0
5212,10000.0,16000.0,DevOps Engineer,Warszawa,Nie,13000.0
5214,18000.0,28000.0,Mid/Senior DevOps Engineer with AWS,Warszawa,Tak,23000.0
5215,20160.0,26880.0,Devops Engineer,Warszawa,Nie,23520.0
5216,33600.0,36100.0,Architect with Kubernetes,"Warszawa, +2 locations",Tak,34850.0
5217,12000.0,20000.0,Mid DevOps Engineer,Warszawa,Tak,16000.0
5218,16300.0,25500.0,Azure DevOps Engineer,Warszawa,Nie,20900.0
5219,14000.0,20000.0,Cloud Engineer,"Bielsko-Biała, +2 locations",Tak,17000.0
5220,7000.0,9000.0,Junior DevOps Engineer,Poznań,Nie,8000.0
5221,15000.0,18000.0,Presales Engineer,Warszawa,Tak,16500.0
5222,20000.0,30000.0,Senior Cloud Developer/Architekt,"Warszawa, +4 locations",Tak,25000.0
5223,30240.0,32424.0,DevOps Engineer,Wrocław,Tak,31332.0
5224,31920.0,36960.0,DevOps Engineer,Warszawa,Tak,34440.0
5225,12000.0,21000.0,SCM (DevOps) Engineer,"Wrocław, +2 locations",Tak,16500.0
5226,16000.0,25000.0,DevOps Engineer (AWS),Warszawa,Tak,20500.0
5227,13000.0,25000.0,Mid/Senior DevOps Azure Engineer,Warszawa,Tak,19000.0
5228,15000.0,25000.0,CI/CD Engineer,Warszawa,Tak,20000.0
5229,15000.0,20000.0,Mid Cloud Developer/Architekt,"Wrocław, +4 locations",Tak,17500.0
5230,21000.0,28000.0,Site Reliability Engineer,Gdańsk,Nie,24500.0
5231,22000.0,28000.0,DevOps Engineer,Warszawa,Nie,25000.0
5232,32000.0,40000.0,DevOps Engineer,Kraków,Tak,36000.0
5233,18300.0,28700.0,Senior DevOps Engineer,"Gliwice, +2 locations",Tak,23500.0
5234,18000.0,36000.0,DevOps Administrator (fully remote),Warszawa,Tak,27000.0
5236,19650.0,32500.0,Data Engineer / Dev with Jboss or Denodo,"Kraków, +2 locations",Tak,26075.0
5237,26880.0,31920.0,DevOps Engineer (Azure),Wrocław,Tak,29400.0
5238,46120.0,54900.0,Senior DevOps (Salesforce),Warszawa,Tak,50510.0
5239,18500.0,33000.0,DevOps Engineer,Wrocław,Tak,25750.0
5241,20000.0,25000.0,DevOps with AWS and Denodo,"Kraków, +2 locations",Tak,22500.0
5242,12250.0,21000.0,Site Reliability Engineer,Warszawa,Nie,16625.0
5243,25000.0,30000.0,"AWS DevOps Engineer - startup, part-time",Kraków,Tak,27500.0
5244,23000.0,28900.0,Cloud Developer with Denodo,Warszawa,Tak,25950.0
5245,19000.0,29000.0,Senior DevOps Engineer,Warszawa,Tak,24000.0
5247,20000.0,25000.0,DevOps with AWS and Denodo,"Kraków, +2 locations",Tak,22500.0
5248,12250.0,21000.0,Site Reliability Engineer,Warszawa,Nie,16625.0
5249,25000.0,30000.0,"AWS DevOps Engineer - startup, part-time",Kraków,Tak,27500.0
5250,23000.0,28900.0,Cloud Developer with Denodo,Warszawa,Tak,25950.0
5251,19000.0,29000.0,Senior DevOps Engineer,Warszawa,Tak,24000.0
5252,12000.0,23100.0,DevOps Engineer,Kraków,Nie,17550.0
5254,18000.0,33500.0,DevOps Engineer,Warszawa,Tak,25750.0
5256,21000.0,29000.0,DevOps Engineer,"Wrocław, +1 location",Tak,25000.0
5257,17000.0,26000.0,Cloud Engineer,Warszawa,Nie,21500.0
5258,24250.0,33000.0,Senior Site Reliance Enginner,"Poznań, +2 locations",Tak,28625.0
5259,15000.0,21000.0,DevOps Engineer,Kraków,Tak,18000.0
5260,22000.0,32000.0,Azure DevOps Engineer,"Gdańsk, +2 locations",Tak,27000.0
5261,16000.0,20000.0,Mid DevOps Engineer,Warszawa,Tak,18000.0
5262,16000.0,27000.0,Cloud (Azure) Data Engineer,Warszawa,Nie,21500.0
5263,16000.0,27000.0,"Software Engineer, Data Platforms",Warszawa,Nie,21500.0
5264,18000.0,28000.0,Senior DevOps Engineer,Warszawa,Nie,23000.0
5265,10000.0,18000.0,Remote DevOps Engineer,Wrocław,Tak,14000.0
5267,14000.0,22000.0,DevOps Engineer,"Wrocław, +2 locations",Tak,18000.0
5272,12000.0,21000.0,Fullstack Developer,"Wrocław, +1 location",Tak,16500.0
5274,35000.0,36500.0,Senior DevOps Engineer,Warszawa,Tak,35750.0
5276,19970.0,39480.0,DevOps Engineer,"Warszawa, +2 locations",Tak,29725.0
5278,16800.0,25200.0,Mid/Senior DevOps (AWS),Katowice,Nie,21000.0
5279,26880.0,28560.0,DevOps Engineer,Wrocław,Tak,27720.0
5281,12000.0,18000.0,Mid DevOps Engineer,Kraków,Tak,15000.0
5282,15600.0,24500.0,Senior CloudOps Engineer,"Gliwice, +2 locations",Tak,20050.0
5283,12000.0,16000.0,DevOps Engineer,"Wrocław, +2 locations",Tak,14000.0
5284,21000.0,28560.0,CI/CD Engineer/Developer (Automotive),Wrocław,Tak,24780.0
5285,25200.0,30240.0,Senior Azure Specialist,Warszawa,Nie,27720.0
5288,16000.0,23000.0,DevOps Engineer (Azure or AWS),Wrocław,Tak,19500.0
5289,20640.0,32940.0,Senior\Expert DevOps Engineer,"Kraków, +3 locations",Tak,26790.0
5290,29400.0,31500.0,DevOps Engineer,Warszawa,Nie,30450.0
5291,15120.0,25200.0,Cloud Automation Engineer (DevOps Eng.),Warszawa,Nie,20160.0
5292,10000.0,16000.0,DevOps Linux Engineer / Administrator,"Poznań, +1 location",Tak,13000.0
5293,9800.0,12000.0,IoT Engineer,"Gliwice, +3 locations",Nie,10900.0
5294,10000.0,14000.0,Devops Network Engineer,Katowice,Tak,12000.0
5295,9000.0,18000.0,Operations Engineer (Mid/Senior-level),Warszawa,Nie,13500.0
5297,17000.0,22000.0,Senior DevOps Engineer,Warszawa,Tak,19500.0
5299,20000.0,30000.0,DevOps Engineer - FinTech,Warszawa,Nie,25000.0
5300,16000.0,26000.0,Remote DevOps Engineer,"Warszawa, +1 location",Tak,21000.0
5302,18000.0,28000.0,DevOps Engineer,Warszawa,Tak,23000.0
5303,22000.0,23000.0,DevOps Engineer,"Warszawa, +2 locations",Tak,22500.0
5304,20000.0,32000.0,Azure Senior/Lead DevOps/Cloud Architect,"Wrocław, +2 locations",Tak,26000.0
5305,15000.0,25000.0,DevOps Engineer,Wrocław,Tak,20000.0
5306,30000.0,38000.0,DevOps Senior Manager,Warszawa,Nie,34000.0
5307,22300.0,26010.0,Mid DevOps Engineer - Remote,"Warszawa, +2 locations",Tak,24155.0
5308,25200.0,31500.0,Senior DevOps Engineer,"Kraków, +2 locations",Nie,28350.0
5309,25000.0,35000.0,DevOps Engineer,"Katowice, +2 locations",Tak,30000.0
5310,26000.0,37000.0,DevOps / AWS Engineer,"Wrocław, +2 locations",Tak,31500.0
5311,15000.0,30000.0,DevOps Engineer,"Warszawa, +2 locations",Tak,22500.0
5312,9500.0,19000.0,DevOps Engineer,"Gliwice, +1 location",Tak,14250.0
5314,16800.0,33600.0,Site Reliability Engineering Manager,Kraków,Tak,25200.0
5315,18580.0,27870.0,Senior DevOps,"Warszawa, +2 locations",Tak,23225.0
5317,14000.0,28000.0,"DEVOPS ENGINEER (GCP, PYTHON)",Wrocław,Tak,21000.0
5318,20000.0,24150.0,DevOps Engineer (AWS),Warszawa,Tak,22075.0
5319,23230.0,32520.0,Kubernetes Developer,Warszawa,Tak,27875.0
5320,25550.0,34840.0,Senior Cloud Architect,Warszawa,Tak,30195.0
5321,6000.0,12000.0,Junior DevOps Engineer,Wrocław,Tak,9000.0
5322,23000.0,25000.0,Platform Engineer (DevOps Engineer),Gliwice,Nie,24000.0
5323,11000.0,15000.0,DevOps Engineer,Warszawa,Tak,13000.0
5325,12000.0,18000.0,DevOps Engineer,"Wrocław, +18 locations",Tak,15000.0
5326,14000.0,19000.0,DevOps Engineer,"Warszawa, +4 locations",Tak,16500.0
5327,6000.0,8000.0,Junior DevOps Engineer,Gliwice,Tak,7000.0
5328,25550.0,34840.0,Senior Cloud Architect,Warszawa,Tak,30195.0
5329,6000.0,12000.0,Junior DevOps Engineer,Wrocław,Tak,9000.0
5330,23000.0,25000.0,Platform Engineer (DevOps Engineer),Gliwice,Nie,24000.0
5331,11000.0,15000.0,DevOps Engineer,Warszawa,Tak,13000.0
5333,12000.0,18000.0,DevOps Engineer,"Wrocław, +18 locations",Tak,15000.0
5334,14000.0,19000.0,DevOps Engineer,"Warszawa, +4 locations",Tak,16500.0
5335,6000.0,8000.0,Junior DevOps Engineer,Gliwice,Tak,7000.0
5336,18000.0,26000.0,Cloud Engineer,"Kraków, +2 locations",Tak,22000.0
5337,16000.0,22000.0,DevOps Engineer,"Kraków, +2 locations",Tak,19000.0
5339,16000.0,22000.0,DevOps Engineer,"Gdańsk, +2 locations",Tak,19000.0
5340,16800.0,25200.0,DevOps Engineer,"Warszawa, +2 locations",Tak,21000.0
5341,18000.0,28000.0,Site Reliability Engineer,Kraków,Nie,23000.0
5343,20900.0,32520.0,DevOps Engineer,Berlin,Nie,26710.0
5344,8000.0,15000.0,Mid Devops Engineer,Kraków,Nie,11500.0
5345,5000.0,8000.0,Junior DevOps Engineer,Poznań,Nie,6500.0
5346,19000.0,25000.0,Senior DevOps AWS Engineer,Warszawa,Tak,22000.0
5348,5000.0,8000.0,молодший DevOps Engineer,Poznań,Nie,6500.0
5351,27000.0,30200.0,Senior DevOps Engineer,Warszawa,Tak,28600.0
5358,26040.0,36120.0,Cloud Engineer/DevOps (Azure),Warszawa,Tak,31080.0
5361,12000.0,18000.0,DevOps Engineer,Poznań,Tak,15000.0
5363,11000.0,15000.0,Site Reliability Engineer- Observability,Poznań,Tak,13000.0
5364,21840.0,25200.0,Senior Site Reliability Engineer (Azure),Gliwice,Tak,23520.0
5365,21840.0,25200.0,Senior Deployment Engineer,Gliwice,Tak,23520.0
5366,21840.0,25200.0,Senior Site Reliability Engineer (AWS),Gliwice,Tak,23520.0
5367,24250.0,31000.0,Senior DevOps Engineer,"Poznań, +2 locations",Tak,27625.0
5368,15000.0,21800.0,DevOps Engineers,"Warszawa, +2 locations",Tak,18400.0
5369,11500.0,22000.0,DevOps Engineer,"Wrocław, +1 location",Nie,16750.0
5370,22000.0,30000.0,DevOps Engineer,Kraków,Tak,26000.0
5372,6000.0,8000.0,Junior Cloud Specialist,Łódź,Tak,7000.0
5373,16800.0,25200.0,Inżynier DevOps (AWS),"Warszawa, +2 locations",Tak,21000.0
5374,40000.0,58000.0,Senior DevOps / AWS Engineer,"Wrocław, +2 locations",Tak,49000.0
5375,6000.0,12000.0,Jr / Mid DevOps Engineer,Kraków,Nie,9000.0
5376,20000.0,26000.0,Team Lead Cloud Infrastructure,Kraków,Tak,23000.0
5377,15000.0,24500.0,DevOps Engineer,"Poznań, +2 locations",Tak,19750.0
